CVE,Vendor,Product,Name
CVE-2019-7238,Sonatype,Nexus Repository Manager,Sonatype Nexus Repository Manager Incorrect Access Control Vulnerability
CVE-2019-0193,Apache,Solr,Apache Solr DataImportHandler Code Injection Vulnerability
CVE-2017-17562,Embedthis,GoAhead,Embedthis GoAhead Remote Code Execution Vulnerability
CVE-2017-12149,Red Hat,JBoss Application Server,Red Hat JBoss Application Server Remote Code Execution Vulnerability
CVE-2010-1871,Red Hat,JBoss Seam 2,Red Hat Linux JBoss Seam 2 Remote Code Execution Vulnerability
CVE-2020-17463,Fuel CMS,,Fuel CMS SQL Injection Vulnerability
CVE-2020-8816,Pi-hole,AdminLTE,Pi-Hole AdminLTE Remote Code Execution Vulnerability
CVE-2019-10758,MongoDB,mongo-express,MongoDB mongo-express Remote Code Execution Vulnerability
CVE-2021-44228,Apache,Log4j2,Apache Log4j2 Remote Code Execution Vulnerability
CVE-2021-43890,Microsoft,Windows,Microsoft Windows AppX Installer Spoofing Vulnerability
CVE-2021-4102,Google,Chromium V8 Engine,Google Chromium V8 Use-After-Free Vulnerability
CVE-2021-22017,VMware,vCenter Server,VMware vCenter Server Improper Access Control
CVE-2021-36260,Hikvision,Security cameras web server,Hikvision Improper Input Validation
CVE-2020-6572,Google,Chrome,Google Chrome Prior to 81.0.4044.92 Use-After-Free Vulnerability
CVE-2019-1458,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability
CVE-2013-3900,Microsoft,WinVerifyTrust function,Microsoft WinVerifyTrust function Remote Code Execution
CVE-2019-2725,Oracle,WebLogic Server,Oracle WebLogic Server, Injection
CVE-2019-9670,Synacor,Zimbra Collaboration Suite,Synacor Zimbra Collaboration Suite Improper Restriction of XML External Entity Reference
CVE-2019-1579,Palo Alto Networks,PAN-OS,Palo Alto Networks PAN-OS Remote Code Execution Vulnerability
CVE-2019-10149,Exim,Mail Transfer Agent (MTA),Exim Mail Transfer Agent (MTA) Improper Input Validation
CVE-2015-7450,IBM,WebSphere Application Server and Server Hypervisor Edition,IBM WebSphere Application Server and Server Hypervisor Edition Code Injection.
CVE-2017-1000486,Primetek,Primefaces Application,Primetek Primefaces Remote Code Execution Vulnerability
CVE-2019-7609,Elastic,Kibana,Kibana Arbitrary Code Execution
CVE-2021-27860,FatPipe,WARP, IPVPN, and MPVPN software,FatPipe WARP, IPVPN, and MPVPN Configuration Upload exploit
CVE-2021-32648,October CMS,October CMS,October CMS Improper Authentication
CVE-2021-40870,Aviatrix,Aviatrix Controller,Aviatrix Controller Unrestricted Upload of File
CVE-2021-33766,Microsoft,Exchange Server,Microsoft Exchange Server Information Disclosure
CVE-2021-21975,VMware,vRealize Operations Manager API,VMware Server Side Request Forgery in vRealize Operations Manager API
CVE-2021-21315,Npm package,System Information Library for Node.JS,System Information Library for Node.JS Command Injection
CVE-2020-14864,Oracle,Intelligence Enterprise Edition,Oracle Business Intelligence Enterprise Edition Path Transversal
CVE-2020-13671,Drupal,Drupal core,Drupal core Un-restricted Upload of File
CVE-2020-11978,Apache,Airflow,Apache Airflow Command Injection
CVE-2020-13927,Apache,Airflow's Experimental API,Apache Airflow's Experimental API Authentication Bypass
CVE-2006-1547,Apache,Struts 1,Apache Struts 1 ActionForm Denial-of-Service Vulnerability
CVE-2012-0391,Apache,Struts 2,Apache Struts 2 Improper Input Validation Vulnerability
CVE-2018-8453,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability
CVE-2021-35247,SolarWinds,Serv-U,SolarWinds Serv-U Improper Input Validation Vulnerability
CVE-2021-20038,SonicWall,SMA 100 Appliances,SonicWall SMA 100 Appliances Stack-Based Buffer Overflow Vulnerability
CVE-2020-5722,Grandstream,UCM6200,Grandstream Networks UCM6200 Series SQL Injection Vulnerability
CVE-2020-0787,Microsoft,Windows,Microsoft Windows Background Intelligent Transfer Service (BITS) Improper Privilege Management Vulnerability
CVE-2017-5689,Intel,Active Management Technology (AMT), Small Business Technology (SBT), and Standard Manageability,Intel Active Management Technology (AMT), Small Business Technology (SBT), and Standard Manageability Privilege Escalation Vulnerability
CVE-2014-1776,Microsoft,Internet Explorer,Microsoft Internet Explorer Use-After-Free Vulnerability
CVE-2014-6271,GNU,Bourne-Again Shell (Bash),GNU Bourne-Again Shell (Bash) Arbitrary Code Execution Vulnerability
CVE-2014-7169,GNU,Bourne-Again Shell (Bash),GNU Bourne-Again Shell (Bash) Arbitrary Code Execution Vulnerability
CVE-2022-21882,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability
CVE-2021-36934,Microsoft,Windows,Microsoft Windows SAM Local Privilege Escalation Vulnerability
CVE-2020-0796,Microsoft,SMBv3,Microsoft SMBv3 Remote Code Execution Vulnerability
CVE-2018-1000861,Jenkins,Jenkins Stapler Web Framework,Jenkins Stapler Web Framework Deserialization of Untrusted Data Vulnerability
CVE-2017-9791,Apache,Struts 1,Apache Struts 1 Improper Input Validation Vulnerability
CVE-2017-8464,Microsoft,Windows,Microsoft Windows Shell (.lnk) Remote Code Execution Vulnerability
CVE-2017-10271,Oracle,WebLogic Server,Oracle Corporation WebLogic Server Remote Code Execution Vulnerability
CVE-2017-0263,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability
CVE-2017-0262,Microsoft,Office,Microsoft Office Remote Code Execution Vulnerability
CVE-2017-0145,Microsoft,SMBv1,Microsoft SMBv1 Remote Code Execution Vulnerability
CVE-2017-0144,Microsoft,SMBv1,Microsoft SMBv1 Remote Code Execution Vulnerability
CVE-2016-3088,Apache,ActiveMQ,Apache ActiveMQ Improper Input Validation Vulnerability
CVE-2015-2051,D-Link,DIR-645 Router,D-Link DIR-645 Router Remote Code Execution Vulnerability
CVE-2015-1635,Microsoft,HTTP.sys,Microsoft HTTP.sys Remote Code Execution Vulnerability
CVE-2015-1130,Apple,OS X,Apple OS X Authentication Bypass Vulnerability
CVE-2014-4404,Apple,OS X,Apple OS X Heap-Based Buffer Overflow Vulnerability
CVE-2022-22620,Apple,Webkit,Apple Webkit Remote Code Execution Vulnerability
CVE-2022-24086,Adobe,Commerce and Magento Open Source,Adobe Commerce and Magento Open Source Improper Input Validation Vulnerability
CVE-2022-0609,Google,Chrome,Google Chrome Use-After-Free Vulnerability
CVE-2019-0752,Microsoft,Internet Explorer,Microsoft Internet Explorer Type Confusion Vulnerability
CVE-2018-8174,Microsoft,Windows,Microsoft Windows VBScript Engine Out-of-Bounds Write Vulnerability
CVE-2018-20250,RARLAB,WinRAR,WinRAR Absolute Path Traversal Vulnerability
CVE-2018-15982,Adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability
CVE-2017-9841,PHPUnit,PHPUnit,PHPUnit Command Injection Vulnerability
CVE-2014-1761,Microsoft,Word,Microsoft Word Memory Corruption Vulnerability
CVE-2013-3906,Microsoft,Graphics Component,Microsoft Graphics Component Memory Corruption Vulnerability
CVE-2022-23131,Zabbix,Frontend,Zabbix Frontend Authentication Bypass Vulnerability
CVE-2022-23134,Zabbix,Frontend,Zabbix Frontend Improper Access Control Vulnerability
CVE-2022-24682,Zimbra,Webmail,Zimbra Webmail Cross-Site Scripting Vulnerability
CVE-2017-8570,Microsoft,Office,Microsoft Office Remote Code Execution Vulnerability
CVE-2017-0222,Microsoft,Internet Explorer,Microsoft Internet Explorer Remote Code Execution Vulnerability
CVE-2014-6352,Microsoft,Windows,Microsoft Windows Code Injection Vulnerability
CVE-2022-20708,Cisco,Small Business RV160, RV260, RV340, and RV345 Series Routers,Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability
CVE-2022-20703,Cisco,Small Business RV160, RV260, RV340, and RV345 Series Routers,Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability
CVE-2022-20701,Cisco,Small Business RV160, RV260, RV340, and RV345 Series Routers,Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability
CVE-2022-20700,Cisco,Small Business RV160, RV260, RV340, and RV345 Series Routers,Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability
CVE-2022-20699,Cisco,Small Business RV160, RV260, RV340, and RV345 Series Routers,Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability
CVE-2021-41379,Microsoft,Windows,Microsoft Windows Installer Privilege Escalation Vulnerability
CVE-2020-1938,Apache,Tomcat,Apache Tomcat Improper Privilege Management Vulnerability
CVE-2020-11899,Treck TCP/IP stack,IPv6,Treck TCP/IP stack Out-of-Bounds Read Vulnerability
CVE-2019-16928,Exim,Exim Internet Mailer,Exim Out-of-bounds Write Vulnerability
CVE-2019-1652,Cisco,Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers,Cisco Small Business Routers Improper Input Validation Vulnerability
CVE-2019-1297,Microsoft,Excel,Microsoft Excel Remote Code Execution Vulnerability
CVE-2018-8581,Microsoft,Exchange Server,Microsoft Exchange Server Privilege Escalation Vulnerability
CVE-2018-8298,ChakraCore,ChakraCore scripting engine,ChakraCore Scripting Engine Type Confusion Vulnerability
CVE-2017-8540,Microsoft,Malware Protection Engine,Microsoft Malware Protection Engine Improper Restriction of Operations Vulnerability
CVE-2017-11826,Microsoft,Office,Microsoft Office Remote Code Execution Vulnerability
CVE-2017-11292,Adobe,Flash Player,Adobe Flash Player Type Confusion Vulnerability
CVE-2017-0261,Microsoft,Office,Microsoft Office Use-After-Free Vulnerability
CVE-2017-0001,Microsoft,Graphics Device Interface (GDI),Microsoft Graphics Device Interface (GDI) Privilege Escalation Vulnerability
CVE-2016-8562,Siemens,SIMATIC CP,Siemens SIMATIC CP 1543-1 Improper Privilege Management Vulnerability
CVE-2016-7855,Adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability
CVE-2016-7262,Microsoft,Excel,Microsoft Office Security Feature Bypass Vulnerability
CVE-2016-7193,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability
CVE-2016-5195,Linux,Kernel,Linux Kernel Race Condition Vulnerability
CVE-2016-4117,Adobe,Flash Player,Adobe Flash Player Arbitrary Code Execution Vulnerability
CVE-2016-1019,Adobe,Flash Player,Adobe Flash Player Arbitrary Code Execution Vulnerability
CVE-2016-0099,Microsoft,Windows,Microsoft Windows Secondary Logon Service Privilege Escalation Vulnerability
CVE-2015-7645,Adobe,Flash Player,Adobe Flash Player Arbitrary Code Execution Vulnerability
CVE-2015-5119,Adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability
CVE-2015-4902,Oracle,Java SE,Oracle Java SE Integrity Check Vulnerability
CVE-2015-3043,Adobe,Flash Player,Adobe Flash Player Memory Corruption Vulnerability
CVE-2015-2590,Oracle,Java SE,Oracle Java SE and Java SE Embedded Remote Code Execution Vulnerability
CVE-2015-2545,Microsoft,Office,Microsoft Office Malformed EPS File Vulnerability
CVE-2015-2424,Microsoft,PowerPoint,Microsoft PowerPoint Memory Corruption Vulnerability
CVE-2015-2387,Microsoft,ATM Font Driver,Microsoft ATM Font Driver Privilege Escalation Vulnerability
CVE-2015-1701,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability
CVE-2015-1642,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability
CVE-2014-4114,Microsoft,Windows,Microsoft Windows Object Linking & Embedding (OLE) Remote Code Execution Vulnerability
CVE-2014-0496,Adobe,Reader and Acrobat,Adobe Reader and Acrobat Use-After-Free Vulnerability
CVE-2013-5065,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability
CVE-2013-3897,Microsoft,Internet Explorer,Microsoft Internet Explorer Use-After-Free Vulnerability
CVE-2013-3346,Adobe,Reader and Acrobat,Adobe Reader and Acrobat Memory Corruption Vulnerability
CVE-2013-1675,Mozilla,Firefox,Mozilla Firefox Information Disclosure Vulnerability
CVE-2013-1347,Microsoft,Internet Explorer,Microsoft Internet Explorer Remote Code Execution Vulnerability
CVE-2013-0641,Adobe,Reader,Adobe Reader Buffer Overflow Vulnerability
CVE-2013-0640,Adobe,Reader and Acrobat,Adobe Reader and Acrobat Memory Corruption Vulnerability
CVE-2013-0632,Adobe,ColdFusion,Adobe ColdFusion Authentication Bypass Vulnerability
CVE-2012-4681,Oracle,Java SE,Oracle Java SE Runtime Environment (JRE) Arbitrary Code Execution Vulnerability
CVE-2012-1856,Microsoft,Office,Microsoft Office MSCOMCTL.OCX Remote Code Execution Vulnerability
CVE-2012-1723,Oracle,Java SE,Oracle Java SE Runtime Environment (JRE) Arbitrary Code Execution Vulnerability
CVE-2012-1535,Adobe,Flash Player,Adobe Flash Player Arbitrary Code Execution Vulnerability
CVE-2012-0507,Oracle,Java SE,Oracle Java SE Runtime Environment (JRE) Arbitrary Code Execution Vulnerability
CVE-2011-3544,Oracle,Java SE JDK and JRE,Oracle Java SE Runtime Environment (JRE) Arbitrary Code Execution Vulnerability
CVE-2011-0611,Adobe,Flash Player,Adobe Flash Player Remote Code Execution Vulnerability
CVE-2010-3333,Microsoft,Office,Microsoft Office Stack-based Buffer Overflow Vulnerability
CVE-2010-0232,Microsoft,Windows,Microsoft Windows Kernel Exception Handler Vulnerability
CVE-2010-0188,Adobe,Reader and Acrobat,Adobe Reader and Acrobat Arbitrary Code Execution Vulnerability
CVE-2009-3129,Microsoft,Excel,Microsoft Excel Featheader Record Memory Corruption Vulnerability
CVE-2009-1123,Microsoft,Windows,Microsoft Windows Improper Input Validation Vulnerability
CVE-2008-3431,Oracle,VirtualBox,Oracle VirtualBox Insufficient Input Validation Vulnerability
CVE-2008-2992,Adobe,Acrobat and Reader,Adobe Reader and Acrobat Input Validation Vulnerability
CVE-2004-0210,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability
CVE-2002-0367,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability
CVE-2022-26486,Mozilla,Firefox,Mozilla Firefox Use-After-Free Vulnerability
CVE-2022-26485,Mozilla,Firefox,Mozilla Firefox Use-After-Free Vulnerability
CVE-2021-21973,VMware,vCenter Server and Cloud Foundation,VMware vCenter Server and Cloud Foundation Server Side Request Forgery (SSRF) Vulnerability
CVE-2020-8218,Pulse Secure,Pulse Connect Secure,Pulse Connect Secure Code Injection Vulnerability
CVE-2019-11581,Atlassian,Jira Server and Data Center,Atlassian Jira Server and Data Center Server-Side Template Injection Vulnerability
CVE-2017-6077,NETGEAR,Wireless Router DGN2200,NETGEAR DGN2200 Remote Code Execution Vulnerability
CVE-2016-6277,NETGEAR,Multiple Routers,NETGEAR Multiple Routers Remote Code Execution Vulnerability
CVE-2013-0631,Adobe,ColdFusion,Adobe ColdFusion Information Disclosure Vulnerability
CVE-2013-0629,Adobe,ColdFusion,Adobe ColdFusion Directory Traversal Vulnerability
CVE-2013-0625,Adobe,ColdFusion,Adobe ColdFusion Authentication Bypass Vulnerability
CVE-2009-3960,Adobe,BlazeDS,Adobe BlazeDS Information Disclosure Vulnerability
CVE-2020-5135,SonicWall,SonicOS,SonicWall SonicOS Buffer Overflow Vulnerability
CVE-2019-1405,Microsoft,Windows,Microsoft Windows Universal Plug and Play (UPnP) Service Privilege Escalation Vulnerability
CVE-2019-1322,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability
CVE-2019-1315,Microsoft,Windows,Microsoft Windows Error Reporting Manager Privilege Escalation Vulnerability
CVE-2019-1253,Microsoft,Windows,Microsoft Windows AppX Deployment Server Privilege Escalation Vulnerability
CVE-2019-1132,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability
CVE-2019-1129,Microsoft,Windows,Microsoft Windows AppX Deployment Service (AppXSVC) Privilege Escalation Vulnerability
CVE-2019-1069,Microsoft,Task Scheduler,Microsoft Task Scheduler Privilege Escalation Vulnerability
CVE-2019-1064,Microsoft,Windows,Microsoft Windows AppX Deployment Service (AppXSVC) Privilege Escalation Vulnerability
CVE-2019-0841,Microsoft,Windows,Microsoft Windows AppX Deployment Service (AppXSVC) Privilege Escalation Vulnerability
CVE-2019-0543,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability
CVE-2018-8120,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability
CVE-2017-0101,Microsoft,Windows,Microsoft Windows Transaction Manager Privilege Escalation Vulnerability
CVE-2016-3309,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability
CVE-2015-2546,Microsoft,Win32k,Microsoft Win32k Memory Corruption Vulnerability
CVE-2022-26318,WatchGuard,Firebox and XTM Appliances,WatchGuard Firebox and XTM Appliances Arbitrary Code Execution
CVE-2022-26143,Mitel,MiCollab, MiVoice Business Express,MiCollab, MiVoice Business Express Access Control Vulnerability
CVE-2022-21999,Microsoft,Windows,Microsoft Windows Print Spooler Privilege Escalation Vulnerability
CVE-2021-42237,Sitecore,XP,Sitecore XP Remote Command Execution Vulnerability
CVE-2021-22941,Citrix,ShareFile,Citrix ShareFile Improper Access Control Vulnerability
CVE-2020-9377,D-Link,DIR-610 Devices,D-Link DIR-610 Devices Remote Command Execution
CVE-2020-9054,Zyxel,Multiple Network-Attached Storage (NAS) Devices,Zyxel Multiple NAS Devices OS Command Injection Vulnerability
CVE-2020-7247,OpenBSD,OpenSMTPD,OpenSMTPD Remote Code Execution Vulnerability
CVE-2020-5410,VMware Tanzu,Spring Cloud Configuration (Config) Server,VMware Tanzu Spring Cloud Config Directory Traversal Vulnerability
CVE-2020-25223,Sophos,SG UTM,Sophos SG UTM Remote Code Execution Vulnerability
CVE-2020-2506,QNAP Systems,Helpdesk,QNAP Helpdesk Improper Access Control Vulnerability
CVE-2020-2021,Palo Alto,PAN-OS,Palo Alto PAN-OS Authentication Bypass Vulnerability
CVE-2020-1956,Apache,Kylin,Apache Kylin OS Command Injection Vulnerability
CVE-2020-1631,Juniper,Junos OS,Juniper Junos OS Path Traversal Vulnerability
CVE-2019-6340,Drupal,Core,Drupal Core Remote Code Execution Vulnerability
CVE-2019-2616,Oracle,BI Publisher (Formerly XML Publisher),Oracle BI Publisher Unauthorized Access Vulnerability
CVE-2019-16920,D-Link,Multiple Routers,D-Link Multiple Routers Command Injection Vulnerability
CVE-2019-15107,Webmin,Webmin,Webmin Command Injection Vulnerability
CVE-2019-11043,PHP,FastCGI Process Manager (FPM),PHP FastCGI Process Manager (FPM) Buffer Overflow Vulnerability
CVE-2019-10068,Kentico,Xperience,Kentico Xperience Deserialization of Untrusted Data Vulnerability
CVE-2019-1003030,Jenkins,Matrix Project Plugin,Jenkins Matrix Project Plugin Remote Code Execution Vulnerability
CVE-2019-0903,Microsoft,Graphics Device Interface (GDI),Microsoft GDI Remote Code Execution Vulnerability
CVE-2018-8414,Microsoft,Windows,Microsoft Windows Shell Remote Code Execution Vulnerability
CVE-2018-8373,Microsoft,Internet Explorer Scripting Engine,Microsoft Scripting Engine Memory Corruption Vulnerability
CVE-2018-14839,LG,N1A1 NAS,LG N1A1 NAS Remote Command Execution Vulnerability
CVE-2018-1273,VMware Tanzu,Spring Data Commons,VMware Tanzu Spring Data Commons Property Binder Vulnerability
CVE-2018-11138,Quest,KACE System Management Appliance,Quest KACE System Management Appliance Remote Command Execution Vulnerability
CVE-2018-0147,Cisco,Secure Access Control System (ACS),Cisco Secure Access Control System Java Deserialization Vulnerability
CVE-2018-0125,Cisco,VPN Routers,Cisco VPN Routers Remote Code Execution Vulnerability
CVE-2017-6334,NETGEAR,DGN2200 Devices,NETGEAR DGN2200 Devices OS Command Injection Vulnerability
CVE-2017-12617,Apache,Tomcat,Apache Tomcat Remote Code Execution Vulnerability
CVE-2017-12615,Apache,Tomcat,Apache Tomcat on Windows Remote Code Execution Vulnerability
CVE-2017-0146,Microsoft,Windows,Microsoft Windows SMB Remote Code Execution Vulnerability
CVE-2016-7892,Adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability
CVE-2016-4171,Adobe,Flash Player,Adobe Flash Player Remote Code Execution Vulnerability
CVE-2016-1555,NETGEAR,Wireless Access Point (WAP) Devices,NETGEAR Multiple WAP Devices Command Injection Vulnerability
CVE-2016-11021,D-Link,DCS-930L Devices,D-Link DCS-930L Devices OS Command Injection Vulnerability
CVE-2016-10174,NETGEAR,WNR2000v5 Router,NETGEAR WNR2000v5 Router Buffer Overflow Vulnerability
CVE-2016-0752,Rails,Ruby on Rails,Ruby on Rails Directory Traversal Vulnerability
CVE-2015-4068,Arcserve,Unified Data Protection (UDP),Arcserve Unified Data Protection (UDP) Directory Traversal Vulnerability
CVE-2015-3035,TP-Link,Multiple Archer Devices,TP-Link Multiple Archer Devices Directory Traversal Vulnerability
CVE-2015-1427,Elastic,Elasticsearch,Elasticsearch Groovy Scripting Engine Remote Code Execution Vulnerability
CVE-2015-1187,D-Link and TRENDnet,Multiple Devices,D-Link and TRENDnet Multiple Devices Remote Code Execution Vulnerability
CVE-2015-0666,Cisco,Prime Data Center Network Manager (DCNM),Cisco Prime Data Center Network Manager (DCNM) Directory Traversal Vulnerability
CVE-2014-6332,Microsoft,Windows,Microsoft Windows Object Linking & Embedding (OLE) Automation Array Remote Code Execution Vulnerability
CVE-2014-6324,Microsoft,Kerberos Key Distribution Center (KDC),Microsoft Kerberos Key Distribution Center (KDC) Privilege Escalation Vulnerability
CVE-2014-6287,Rejetto,HTTP File Server (HFS),Rejetto HTTP File Server (HFS) Remote Code Execution Vulnerability
CVE-2014-3120,Elastic,Elasticsearch,Elasticsearch Remote Code Execution Vulnerability
CVE-2014-0130,Rails,Ruby on Rails,Ruby on Rails Directory Traversal Vulnerability
CVE-2013-5223,D-Link,DSL-2760U,D-Link DSL-2760U Gateway Cross-Site Scripting Vulnerability
CVE-2013-4810,Hewlett Packard (HP),ProCurve Manager (PCM), PCM+, Identity Driven Manager (IDM), and Application Lifecycle Management,HP Multiple Products Remote Code Execution Vulnerability
CVE-2013-2251,Apache,Struts,Apache Struts Improper Input Validation Vulnerability
CVE-2012-1823,PHP,PHP,PHP-CGI Query String Parameter Vulnerability
CVE-2010-4345,Exim,Exim,Exim Privilege Escalation Vulnerability
CVE-2010-4344,Exim,Exim,Exim Heap-Based Buffer Overflow Vulnerability
CVE-2010-2861,Adobe,ColdFusion,Adobe ColdFusion Directory Traversal Vulnerability
CVE-2009-1151,phpMyAdmin,phpMyAdmin,phpMyAdmin Remote Code Execution Vulnerability
CVE-2009-0927,Adobe,Reader and Acrobat,Adobe Reader and Adobe Acrobat Stack-Based Buffer Overflow Vulnerability
CVE-2005-2773,Hewlett Packard (HP),OpenView Network Node Manager,HP OpenView Network Node Manager Remote Code Execution Vulnerability
CVE-2022-1096,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability
CVE-2022-0543,Redis,Debian-specific Redis Servers,Debian-specific Redis Server Lua Sandbox Escape Vulnerability
CVE-2021-38646,Microsoft,Office,Microsoft Office Access Connectivity Engine Remote Code Execution Vulnerability
CVE-2021-34486,Microsoft,Windows,Microsoft Windows Event Tracing Privilege Escalation Vulnerability
CVE-2021-26085,Atlassian,Confluence Server,Atlassian Confluence Server Pre-Authorization Arbitrary File Read Vulnerability
CVE-2021-20028,SonicWall,Secure Remote Access (SRA),SonicWall Secure Remote Access (SRA) SQL Injection Vulnerability
CVE-2019-7483,SonicWall,SMA100,SonicWall SMA100 Directory Traversal Vulnerability
CVE-2018-8440,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability
CVE-2018-8406,Microsoft,DirectX Graphics Kernel (DXGKRNL),Microsoft DirectX Graphics Kernel Privilege Escalation Vulnerability
CVE-2018-8405,Microsoft,DirectX Graphics Kernel (DXGKRNL),Microsoft DirectX Graphics Kernel Privilege Escalation Vulnerability
CVE-2017-0213,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability
CVE-2017-0059,Microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability
CVE-2017-0037,Microsoft,Edge and Internet Explorer,Microsoft Edge and Internet Explorer Type Confusion Vulnerability
CVE-2016-7201,Microsoft,Edge,Microsoft Edge Memory Corruption Vulnerability
CVE-2016-7200,Microsoft,Edge,Microsoft Edge Memory Corruption Vulnerability
CVE-2016-0189,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability
CVE-2016-0151,Microsoft,Client-Server Run-time Subsystem (CSRSS),Microsoft Windows CSRSS Security Feature Bypass Vulnerability
CVE-2016-0040,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability
CVE-2015-2426,Microsoft,Windows,Microsoft Windows Adobe Type Manager Library Remote Code Execution Vulnerability
CVE-2015-2419,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability
CVE-2015-1770,Microsoft,Office,Microsoft Office Uninitialized Memory Use Vulnerability
CVE-2013-3660,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability
CVE-2013-2729,Adobe,Reader and Acrobat,Adobe Reader and Acrobat Arbitrary Integer Overflow Vulnerability
CVE-2013-2551,Microsoft,Internet Explorer,Microsoft Internet Explorer Use-After-Free Vulnerability
CVE-2013-2465,Oracle,Java SE,Oracle Java SE Unspecified Vulnerability
CVE-2013-1690,Mozilla,Firefox and Thunderbird,Mozilla Firefox and Thunderbird Denial-of-Service Vulnerability
CVE-2012-5076,Oracle,Java SE,Oracle Java SE Sandbox Bypass Vulnerability
CVE-2012-2539,Microsoft,Word,Microsoft Word Remote Code Execution Vulnerability
CVE-2012-2034,Adobe,Flash Player,Adobe Flash Player Memory Corruption Vulnerability
CVE-2012-0518,Oracle,Fusion Middleware,Oracle Fusion Middleware Unspecified Vulnerability
CVE-2011-2005,Microsoft,Ancillary Function Driver (afd.sys),Microsoft Ancillary Function Driver (afd.sys) Improper Input Validation Vulnerability
CVE-2010-4398,Microsoft,Windows,Microsoft Windows Kernel Stack-Based Buffer Overflow Vulnerability
CVE-2022-26871,Trend Micro,Apex Central ,Trend Micro Apex Central Arbitrary File Upload Vulnerability 
CVE-2022-1040,Sophos,Firewall ,Sophos Firewall Authentication Bypass Vulnerability 
CVE-2021-34484,Microsoft ,Windows ,Microsoft Windows User Profile Service Privilege Escalation Vulnerability
CVE-2021-28799,QNAP,Network Attached Storage (NAS),QNAP NAS Improper Authorization Vulnerability
CVE-2021-21551,Dell,dbutil Driver,Dell dbutil Driver Insufficient Access Control Vulnerability
CVE-2018-10562,Dasan,Gigabit Passive Optical Network (GPON) Routers,Dasan GPON Routers Command Injection Vulnerability
CVE-2018-10561,Dasan,Gigabit Passive Optical Network (GPON) Routers,Dasan GPON Routers Authentication Bypass Vulnerability
CVE-2022-22965,VMware,Spring Framework,Spring Framework JDK 9+ Remote Code Execution Vulnerability
CVE-2021-45382,D-Link,Multiple Routers,D-Link Multiple Routers Remote Code Execution Vulnerability
CVE-2021-3156,Sudo,Sudo,Sudo Heap-Based Buffer Overflow Vulnerability
CVE-2021-31166,Microsoft,HTTP Protocol Stack,Microsoft HTTP Protocol Stack Remote Code Execution Vulnerability
CVE-2017-0148,Microsoft,SMBv1 server,Microsoft SMBv1 Server Remote Code Execution Vulnerability
CVE-2022-23176,WatchGuard,Firebox and XTM,WatchGuard Firebox and XTM Privilege Escalation Vulnerability
CVE-2021-42287,Microsoft,Active Directory,Microsoft Active Directory Domain Services Privilege Escalation Vulnerability
CVE-2021-42278,Microsoft,Active Directory,Microsoft Active Directory Domain Services Privilege Escalation Vulnerability
CVE-2021-39793,Google,Pixel,Google Pixel Out-of-Bounds Write Vulnerability
CVE-2021-27852,Checkbox,Checkbox Survey,Checkbox Survey Deserialization of Untrusted Data Vulnerability
CVE-2021-22600,Linux,Kernel,Linux Kernel Privilege Escalation Vulnerability
CVE-2017-11317,Telerik,User Interface (UI) for ASP.NET AJAX,Telerik UI for ASP.NET AJAX Unrestricted File Upload Vulnerability
CVE-2022-24521,Microsoft,Windows,Microsoft Windows CLFS Driver Privilege Escalation Vulnerability
